name,gender,birthyear,namegender,usage,pctyb,rich,pctrank,richnum,french,english,biblical,unisex
Lisa,f,1962,['Feminine'],"['English', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Italian']",0.0227303449167284000,Common,0.77200,0,0,1,0,0
Elise,f,1962,['Feminine'],[],0.0001815506995128710,Common,0.09300,0,0,0,0,0
Vicky,f,1962,['Feminine'],[],0.0010039556345344900,Common,0.19500,0,0,0,0,0
Shelley,f,1962,['Feminine'],[],0.0012210271230824900,Common,0.21700,0,0,0,0,0
Cynthia,f,1962,['Feminine'],"['English', 'French', 'Greek Mythology (Latinized)']",0.0118516099304285000,Common,0.61400,0,1,1,0,0
Toni,f,1962,['Feminine'],[],0.0013833373952013300,Common,0.23000,0,0,0,0,0
Susan,f,1962,['Feminine'],['English'],0.0176316316573112000,Common,0.72500,0,0,1,0,0
Mildred,f,1962,['Feminine'],['English'],0.0004755838976369790,Common,0.14200,0,0,1,0,0
Dawne,f,1962,['Feminine'],[],0.0000582146264742360,Common,0.05600,0,0,0,0,0
Elizabeth,f,1962,['Feminine'],"['English', 'Biblical']",0.0087830084332273300,Common,0.55400,0,0,1,1,0
Collette,f,1962,['Feminine'],[],0.0000769617095761087,Common,0.06400,0,0,0,0,0
Kelly,f,1962,"['Feminine', 'Masculine']","['Irish', 'English']",0.0056877663442497200,Common,0.48500,0,0,1,0,1
Lisa,f,1962,['Feminine'],"['English', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Italian']",0.0227303449167284000,Common,0.77100,0,0,1,0,0
Lori,f,1962,['Feminine'],[],0.0110479520785088000,Common,0.59500,0,0,0,0,0
Deana,f,1962,['Feminine'],[],0.0002777528364830070,Common,0.11000,0,0,0,0,0
Cynthia,f,1962,['Feminine'],"['English', 'French', 'Greek Mythology (Latinized)']",0.0118516099304285000,Common,0.61400,0,1,1,0,0
Shari,f,1962,['Feminine'],[],0.0014598057604852900,Common,0.23600,0,0,0,0,0
Deborah,f,1962,['Feminine'],"['English', 'Biblical']",0.0112965976017547000,Common,0.60100,0,0,1,1,0
Steve,m,1965,['Masculine'],['English'],0.0030011551835232500,Common,0.36200,0,0,1,0,0
Charles,m,1965,['Masculine'],"['English', 'French']",0.0123993568123900000,Common,0.63000,0,1,1,0,0
Jon,m,1965,['Masculine'],"['Norwegian', 'Swedish', 'Danish', 'Basque', 'English']",0.0024280490591507700,Common,0.31800,0,0,1,0,0
Shawn,m,1965,"['Feminine', 'Masculine']",['English'],0.0025990309968088600,Common,0.33100,0,0,1,0,1
Shawn,m,1965,"['Feminine', 'Masculine']",['English'],0.0025990309968088600,Common,0.33100,0,0,1,0,1
Timothy,m,1965,['Masculine'],"['English', 'Biblical']",0.0149582809349334000,Common,0.68200,0,0,1,1,0
Marcus,m,1965,['Masculine'],"['Ancient Roman', 'Biblical Latin', 'English', 'Swedish', 'Norwegian', 'Danish']",0.0007245623469276280,Common,0.17000,0,0,1,1,0
Ronald,m,1965,['Masculine'],"['Scottish', 'English', 'Dutch', 'German']",0.0092974067211733100,Common,0.56600,0,0,1,0,0
Scott,m,1965,['Masculine'],"['English', 'Scottish']",0.0134278870484876000,Common,0.65700,0,0,1,0,0
Walter,m,1965,['Masculine'],"['English', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Italian', 'Germanic']",0.0023668333036929400,Common,0.31200,0,0,1,0,0
Chris,m,1965,"['Feminine', 'Masculine']","['English', 'Dutch', 'German', 'Danish']",0.0028934998894422300,Common,0.35600,0,0,1,0,1
Brian,m,1965,['Masculine'],"['English', 'Irish', 'Old Irish']",0.0129524094996298000,Common,0.64100,0,0,1,0,0
Chris,m,1965,"['Feminine', 'Masculine']","['English', 'Dutch', 'German', 'Danish']",0.0028934998894422300,Common,0.35600,0,0,1,0,1
Joseph,m,1965,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0151165975438761000,Common,0.68900,0,1,1,1,0
Brian,m,1965,['Masculine'],"['English', 'Irish', 'Old Irish']",0.0129524094996298000,Common,0.64200,0,0,1,0,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84500,0,1,1,0,0
Darrin,m,1965,['Masculine'],[],0.0017187906510876000,Common,0.26000,0,0,0,0,0
Joanne,m,1965,['Feminine'],"['English', 'French']",0.0000058049423278980,Common,0.01300,0,1,1,0,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.88900,0,0,1,1,0
Steven,m,1965,['Masculine'],"['English', 'Dutch']",0.0147667178381128000,Common,0.67900,0,0,1,0,0
Andy,m,1965,"['Feminine', 'Masculine']",['English'],0.0006195456629956560,Common,0.16000,0,0,1,0,1
Richard,m,1965,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0194412795781601000,Common,0.74500,0,1,1,0,0
Mark,m,1965,['Masculine'],"['English', 'Russian', 'Belarusian', 'Dutch', 'Danish', 'Armenian', 'Biblical']",0.0201906448604887000,Common,0.75300,0,0,1,1,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.88900,0,0,1,1,0
Henry,m,1965,['Masculine'],['English'],0.0020074546013930800,Common,0.28200,0,0,1,0,0
Adam,m,1965,['Masculine'],"['English', 'French', 'German', 'Polish', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Czech', 'Slovak', 'Russian', 'Ukrainian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Catalan', 'Greek', 'Hebrew', 'Arabic', 'Georgian', 'Biblical', 'Biblical Latin', 'Biblical Greek', 'Biblical Hebrew']",0.0013514961183406000,Common,0.22900,0,1,1,1,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84500,0,1,1,0,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.89000,0,0,1,1,0
Eugenio,m,1965,['Masculine'],[],0.0000232197693115918,Common,0.03600,0,0,0,0,0
Ronald,m,1965,['Masculine'],"['Scottish', 'English', 'Dutch', 'German']",0.0092974067211733100,Common,0.56700,0,0,1,0,0
Richard,m,1965,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0194412795781601000,Common,0.74500,0,1,1,0,0
Christopher,m,1965,['Masculine'],['English'],0.0130035985365212000,Common,0.64400,0,0,1,0,0
Tommy,m,1965,['Masculine'],['English'],0.0014348761990504100,Common,0.23500,0,0,1,0,0
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87200,0,1,1,1,0
Jay,m,1965,['Masculine'],"['English', 'Indian', 'Hindi', 'Marathi', 'Gujarati']",0.0020813356855663200,Common,0.28900,0,0,1,0,0
Bryan,m,1965,['Masculine'],['English'],0.0028196188052689800,Common,0.34900,0,0,1,0,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.89000,0,0,1,1,0
Timothy,m,1965,['Masculine'],"['English', 'Biblical']",0.0149582809349334000,Common,0.68200,0,0,1,1,0
Douglas,m,1965,['Masculine'],"['Scottish', 'English']",0.0067479815951664800,Common,0.50700,0,0,1,0,0
Tony,m,1965,['Masculine'],['English'],0.0035995919653265500,Common,0.39900,0,0,1,0,0
Tyrone,m,1965,['Masculine'],"['English', 'African American']",0.0008285235867999830,Common,0.18100,0,0,1,0,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84600,0,1,1,0,0
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87200,0,1,1,1,0
Alvin,m,1965,['Masculine'],"['English', 'Swedish']",0.0007002871335564190,Common,0.16800,0,0,1,0,0
Jeffery,m,1965,['Masculine'],['English'],0.0040819299005718900,Common,0.42000,0,0,1,0,0
Arnold,m,1965,['Masculine'],"['English', 'German', 'Dutch', 'Polish', 'Germanic']",0.0004986973181694160,Common,0.14500,0,0,1,0,0
Randy,m,1965,"['Feminine', 'Masculine']",['English'],0.0046777280722261400,Common,0.44800,0,0,1,0,1
Lawrence,m,1965,['Masculine'],['English'],0.0026190844339416000,Common,0.33400,0,0,1,0,0
Paul,m,1965,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0131518884268975000,Common,0.65000,0,1,1,1,0
Christopher,m,1965,['Masculine'],['English'],0.0130035985365212000,Common,0.64500,0,0,1,0,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84600,0,1,1,0,0
Joseph,m,1965,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0151165975438761000,Common,0.68900,0,1,1,1,0
Michael,m,1965,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0427518170788791000,Common,0.92600,0,0,1,1,0
Patrick,m,1965,['Masculine'],"['Irish', 'English', 'French', 'German', 'Danish', 'Norwegian', 'Swedish']",0.0068292507877570600,Common,0.51000,0,1,1,0,0
Michael,m,1965,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0427518170788791000,Common,0.92600,0,0,1,1,0
Benjamin,m,1965,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Biblical']",0.0012338141056932200,Common,0.21900,0,1,1,1,0
Matthew,m,1965,['Masculine'],"['English', 'Biblical']",0.0052703599117015500,Common,0.47300,0,0,1,1,0
William,m,1965,['Masculine'],['English'],0.0211722078359333000,Common,0.75900,0,0,1,0,0
Elliott,m,1965,['Masculine'],['English'],0.0001345691176012710,Common,0.08300,0,0,1,0,0
Kevin,m,1965,['Masculine'],"['English', 'Irish', 'French (Modern)', 'Spanish (Modern)', 'German (Modern)', 'Dutch (Modern)', 'Swedish (Modern)', 'Norwegian (Modern)', 'Danish (Modern)']",0.0148738454101640000,Common,0.68200,0,1,1,0,0
Michael,m,1965,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0427518170788791000,Common,0.92600,0,0,1,1,0
Theodore,m,1965,['Masculine'],['English'],0.0011298528658208600,Common,0.21000,0,0,1,0,0
William,m,1965,['Masculine'],['English'],0.0211722078359333000,Common,0.75900,0,0,1,0,0
Charles,m,1965,['Masculine'],"['English', 'French']",0.0123993568123900000,Common,0.63200,0,1,1,0,0
Francis,m,1965,"['Feminine', 'Masculine']","['English', 'French']",0.0009583432061329740,Common,0.19200,0,1,1,0,1
Marlowe,m,1965,['Masculine'],[],0.0000042217762384713,Common,0.01000,0,0,0,0,0
George,m,1965,['Masculine'],"['English', 'Romanian']",0.0056365990003889300,Common,0.48400,0,0,1,0,0
Mario,m,1965,['Masculine'],"['Italian', 'Spanish', 'German', 'Croatian']",0.0006807614184534890,Common,0.16700,0,0,0,0,0
Francisco,m,1965,['Masculine'],"['Spanish', 'Portuguese']",0.0004179558476086540,Common,0.13600,0,0,0,0,0
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87200,0,1,1,1,0
Edwin,m,1965,['Masculine'],"['English', 'Dutch']",0.0010063659108455800,Common,0.19500,0,0,1,0,0
Andrew,m,1965,['Masculine'],"['English', 'Biblical']",0.0051078215265204000,Common,0.46500,0,0,1,1,0
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87300,0,1,1,1,0
Alphonso,m,1965,['Masculine'],[],0.0001155711245281500,Common,0.07900,0,0,0,0,0
Kevin,m,1965,['Masculine'],"['English', 'Irish', 'French (Modern)', 'Spanish (Modern)', 'German (Modern)', 'Dutch (Modern)', 'Swedish (Modern)', 'Norwegian (Modern)', 'Danish (Modern)']",0.0148738454101640000,Common,0.68200,0,1,1,0,0
Nickey,m,1965,['Masculine'],[],0.0000147762168346493,Common,0.02700,0,0,0,0,0
James,m,1965,['Masculine'],"['English', 'Biblical']",0.0357225596418245000,Common,0.87200,0,0,1,1,0
Andrew,m,1965,['Masculine'],"['English', 'Biblical']",0.0051078215265204000,Common,0.46500,0,0,1,1,0
Joe,m,1965,['Masculine'],['English'],0.0025520637361558700,Common,0.32600,0,0,1,0,0
Dale,m,1965,"['Feminine', 'Masculine']",['English'],0.0023209214870995700,Common,0.30900,0,0,1,0,1
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87300,0,1,1,1,0
Charles,m,1965,['Masculine'],"['English', 'French']",0.0123993568123900000,Common,0.63200,0,1,1,0,0
Timothy,m,1965,['Masculine'],"['English', 'Biblical']",0.0149582809349334000,Common,0.68200,0,0,1,1,0
Jill,m,1965,['Feminine'],['English'],0.0000137207727750315,Common,0.02500,0,0,1,0,0
Darrell,m,1965,['Masculine'],"['English', 'African American']",0.0020538941400162600,Common,0.28800,0,0,1,0,0
Randy,m,1965,"['Feminine', 'Masculine']",['English'],0.0046777280722261400,Common,0.44900,0,0,1,0,1
Tracy,m,1965,"['Feminine', 'Masculine']",['English'],0.0015472809913997100,Common,0.24400,0,0,1,0,1
Michael,m,1965,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0427518170788791000,Common,0.92600,0,0,1,1,0
Charles,m,1965,['Masculine'],"['English', 'French']",0.0123993568123900000,Common,0.63200,0,1,1,0,0
Timothy,m,1965,['Masculine'],"['English', 'Biblical']",0.0149582809349334000,Common,0.68200,0,0,1,1,0
Scott,m,1965,['Masculine'],"['English', 'Scottish']",0.0134278870484876000,Common,0.65700,0,0,1,0,0
Brad,m,1965,['Masculine'],['English'],0.0011024113202708000,Common,0.20500,0,0,1,0,0
Earnest,m,1965,['Masculine'],['English'],0.0002337808592053450,Common,0.10200,0,0,1,0,0
Paul,m,1965,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0131518884268975000,Common,0.65100,0,1,1,1,0
Stephen,m,1965,['Masculine'],"['English', 'Biblical']",0.0077316554587302900,Common,0.53600,0,0,1,1,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.88900,0,0,1,1,0
Kurt,m,1965,['Masculine'],"['German', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0015187840017900300,Common,0.24100,0,0,1,0,0
Miguel,m,1965,['Masculine'],[],0.0005018636503482700,Common,0.14600,0,0,0,0,0
Phillip,m,1965,['Masculine'],['English'],0.0025816161698251700,Common,0.32900,0,0,1,0,0
Joesph,m,1965,['Masculine'],['English (American)'],0.0001160988465579590,Common,0.07900,0,0,1,0,0
Dale,m,1965,"['Feminine', 'Masculine']",['English'],0.0023209214870995700,Common,0.30900,0,0,1,0,1
Stephen,m,1965,['Masculine'],"['English', 'Biblical']",0.0077316554587302900,Common,0.53500,0,0,1,1,0
Joseph,m,1965,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0151165975438761000,Common,0.68800,0,1,1,1,0
Jesse,m,1965,['Masculine'],"['English', 'Dutch', 'Finnish', 'Biblical']",0.0011673211299373000,Common,0.21200,0,0,1,1,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84600,0,1,1,0,0
Steven,m,1965,['Masculine'],"['English', 'Dutch']",0.0147667178381128000,Common,0.68000,0,0,1,0,0
Clifton,m,1965,['Masculine'],['English'],0.0003620173124489090,Common,0.12600,0,0,1,0,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.88900,0,0,1,1,0
Marc,m,1965,['Masculine'],"['French', 'Catalan', 'Welsh']",0.0016106076349767800,Common,0.24800,0,1,0,0,0
Edward,m,1965,['Masculine'],"['English', 'Polish']",0.0076071130596953800,Common,0.53000,0,0,1,0,0
John,m,1965,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0377484845142609000,Common,0.88900,0,0,1,1,0
Christopher,m,1965,['Masculine'],['English'],0.0130035985365212000,Common,0.64500,0,0,1,0,0
Brian,m,1965,['Masculine'],"['English', 'Irish', 'Old Irish']",0.0129524094996298000,Common,0.64400,0,0,1,0,0
Ralph,m,1965,['Masculine'],"['English', 'German', 'Swedish']",0.0017024312681635300,Common,0.25700,0,0,1,0,0
Charles,m,1965,['Masculine'],"['English', 'French']",0.0123993568123900000,Common,0.63200,0,1,1,0,0
Robert,m,1965,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0333077036334189000,Common,0.84700,0,1,1,0,0
Timothy,m,1965,['Masculine'],"['English', 'Biblical']",0.0149582809349334000,Common,0.68200,0,0,1,1,0
George,m,1965,['Masculine'],"['English', 'Romanian']",0.0056365990003889300,Common,0.48400,0,0,1,0,0
Fredrick,m,1965,['Masculine'],['English'],0.0004316766203836850,Common,0.13800,0,0,1,0,0
Joseph,m,1965,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0151165975438761000,Common,0.68800,0,1,1,1,0
Thomas,m,1965,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Greek', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0166881537486470000,Common,0.71100,0,1,1,1,0
Raymond,m,1965,['Masculine'],"['English', 'French']",0.0042471068959020800,Common,0.42900,0,1,1,0,0
Ned,m,1965,['Masculine'],[],0.0000670206977857311,Common,0.06100,0,0,0,0,0
Thomas,m,1965,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Greek', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0166881537486470000,Common,0.71100,0,1,1,1,0
Scott,m,1965,['Masculine'],"['English', 'Scottish']",0.0134278870484876000,Common,0.65800,0,0,1,0,0
Raymond,m,1965,['Masculine'],"['English', 'French']",0.0042471068959020800,Common,0.42900,0,1,1,0,0
David,m,1965,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0358022456683256000,Common,0.87200,0,1,1,1,0
William,m,1965,['Masculine'],['English'],0.0211722078359333000,Common,0.75900,0,0,1,0,0
Roy,m,1965,['Masculine'],"['Scottish', 'English', 'Dutch']",0.0019969001607969000,Common,0.28200,0,0,1,0,0
Andre,m,1965,['Masculine'],[],0.0009530659858348850,Common,0.19200,0,0,0,0,0
Robert,m,1926,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0533660070521455000,Common,0.98400,0,1,1,0,0
Charles,m,1926,['Masculine'],"['English', 'French']",0.0257737673804657000,Common,0.79800,0,1,1,0,0
Charles,m,1926,['Masculine'],"['English', 'French']",0.0257737673804657000,Common,0.79800,0,1,1,0,0
Joseph,m,1926,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0207435046142752000,Common,0.75700,0,1,1,1,0
Edward,m,1926,['Masculine'],"['English', 'Polish']",0.0169153716344512000,Common,0.71400,0,0,1,0,0
Vernal,m,1926,['Masculine'],[],0.0000314282297089309,Common,0.04100,0,0,0,0,0
Oswald,m,1926,['Masculine'],[],0.0000611104466562546,Common,0.05800,0,0,0,0,0
Ferdinand,m,1926,['Masculine'],[],0.0001396810209285810,Common,0.08400,0,0,0,0,0
Irene,m,1926,['Masculine'],[],0.0000366662679937527,Common,0.04600,0,0,0,0,0
Lowell,m,1926,['Masculine'],['English'],0.0006338026324634400,Common,0.16200,0,0,1,0,0
Homer,m,1926,['Masculine'],"['English', 'Ancient Greek (Anglicized)']",0.0013121285903478600,Common,0.22500,0,0,1,0,0
William,m,1926,['Masculine'],['English'],0.0453273642977056000,Common,0.93800,0,0,1,0,0
Joe,m,1926,['Masculine'],['English'],0.0055339874479142500,Common,0.48000,0,0,1,0,0
Kenneth,m,1926,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0090295049966520200,Common,0.56300,0,0,1,0,0
Thurman,m,1926,['Masculine'],[],0.0002671399525259130,Common,0.10800,0,0,0,0,0
Raymond,m,1926,['Masculine'],"['English', 'French']",0.0111805927189521000,Common,0.59900,0,1,1,0,0
Arnold,m,1926,['Masculine'],"['English', 'German', 'Dutch', 'Polish', 'Germanic']",0.0016429980086724400,Common,0.25000,0,0,1,0,0
Robert,m,1926,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0533660070521455000,Common,0.98400,0,1,1,0,0
Ernest,m,1926,['Masculine'],"['English', 'French', 'Catalan', 'Polish', 'Slovak', 'Slovene']",0.0047456626860485700,Common,0.45200,0,1,1,0,0
Stephen,m,1926,['Masculine'],"['English', 'Biblical']",0.0011654635183728500,Common,0.21200,0,0,1,1,0
Theadore,m,1926,['Masculine'],[],0.0000672214913218800,Common,0.06000,0,0,0,0,0
Arthur,m,1926,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Norwegian', 'Danish', 'Swedish', 'Welsh Mythology', 'Arthurian Romance']",0.0082638784006872300,Common,0.54700,0,1,1,0,0
Jack,m,1926,['Masculine'],['English'],0.0106471858202811000,Common,0.59100,0,0,1,0,0
Gilbert,m,1926,['Masculine'],"['English', 'French', 'Dutch', 'Germanic']",0.0015548243642112700,Common,0.24400,0,1,1,0,0
James,m,1926,['Masculine'],"['English', 'Biblical']",0.0464439394587535000,Common,0.94000,0,0,1,1,0
Robert,m,1926,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0533660070521455000,Common,0.98400,0,1,1,0,0
Robert,m,1926,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0533660070521455000,Common,0.98400,0,1,1,0,0
John,m,1926,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0489808960013688000,Common,0.96000,0,0,1,1,0
Jack,m,1926,['Masculine'],['English'],0.0106471858202811000,Common,0.59200,0,0,1,0,0
Alfred,m,1926,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Polish', 'Dutch']",0.0041258281556779900,Common,0.42300,0,1,1,0,0
George,m,1955,['Masculine'],"['English', 'Romanian']",0.0086917627022967200,Common,0.55500,0,0,1,0,0
Donald,m,1955,['Masculine'],"['Scottish', 'English']",0.0132698995871544000,Common,0.65300,0,0,1,0,0
Leon,m,1955,['Masculine'],"['English', 'German', 'Polish', 'Slovene', 'Croatian', 'Dutch', 'Ancient Greek']",0.0010251773609456700,Common,0.19800,0,0,1,0,0
Arthur,m,1955,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Norwegian', 'Danish', 'Swedish', 'Welsh Mythology', 'Arthurian Romance']",0.0031448977932136400,Common,0.37100,0,1,1,0,0
Dan,m,1955,['Masculine'],"['Biblical', 'Biblical Hebrew', 'Hebrew', 'English', 'Spanish', 'French', 'Portuguese', 'Romanian', 'Czech', 'German', 'Swedish', 'Danish', 'Norwegian', 'Swedish', 'Danish', 'Norwegian']",0.0011021972186742000,Common,0.20500,0,1,1,1,0
Kevin,m,1955,['Masculine'],"['English', 'Irish', 'French (Modern)', 'Spanish (Modern)', 'German (Modern)', 'Dutch (Modern)', 'Swedish (Modern)', 'Norwegian (Modern)', 'Danish (Modern)']",0.0082076378822887800,Common,0.54600,0,1,1,0,0
Joseph,m,1955,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0151097652568684000,Common,0.68700,0,1,1,1,0
Kenneth,m,1955,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0127924721460794000,Common,0.64100,0,0,1,0,0
