name,gender,birthyear,namegender,usage,pctyb,rich,pctrank,richnum,french,english,biblical,unisex
Henry,m,1939,['Masculine'],['English'],0.0057893798719118400,Common,0.48900,0,0,1,0,0
Carl,m,1939,['Masculine'],"['German', 'Swedish', 'Danish', 'Norwegian', 'English']",0.0058176164449801500,Common,0.48900,0,0,1,0,0
Wesley,m,1939,['Masculine'],['English'],0.0009821033070321420,Common,0.19100,0,0,1,0,0
Don,m,1939,['Masculine'],['English'],0.0031651433623758200,Common,0.37000,0,0,1,0,0
Billy,m,1939,['Masculine'],['English'],0.0065941222043586600,Common,0.50400,0,0,1,0,0
Franklyn,m,1939,['Masculine'],[],0.0000679442539456198,Common,0.05700,0,0,0,0,0
Keith,m,1939,['Masculine'],"['English', 'Scottish']",0.0013288837200273100,Common,0.22300,0,0,1,0,0
Leroy,m,1939,['Masculine'],['English'],0.0029904295665156500,Common,0.36000,0,0,1,0,0
Richard,m,1939,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312181787057413000,Common,0.82300,0,1,1,0,0
Randolph,m,1939,['Masculine'],['English'],0.0003467804129951760,Common,0.11800,0,0,1,0,0
Wilfred,m,1939,['Masculine'],['English'],0.0003256029831939440,Common,0.11400,0,0,1,0,0
Ronald,m,1939,['Masculine'],"['Scottish', 'English', 'Dutch', 'German']",0.0175040281236267000,Common,0.72400,0,0,1,0,0
Allen,m,1939,['Masculine'],['English'],0.0025836464357503200,Common,0.32600,0,0,1,0,0
Milton,m,1939,['Masculine'],['English'],0.0012106430703037700,Common,0.21200,0,0,1,0,0
David,m,1939,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0223792489424521000,Common,0.76800,0,1,1,1,0
Ronald,m,1939,['Masculine'],"['Scottish', 'English', 'Dutch', 'German']",0.0175040281236267000,Common,0.72400,0,0,1,0,0
Warren,m,1939,['Masculine'],['English'],0.0016686049897554100,Common,0.25100,0,0,1,0,0
Richard,m,1939,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312181787057413000,Common,0.82300,0,1,1,0,0
Barry,m,1939,['Masculine'],"['Irish', 'English']",0.0012141726419373100,Common,0.21200,0,0,1,0,0
Terry,m,1939,"['Feminine', 'Masculine']","['English', 'English']",0.0021565682680921400,Common,0.29100,0,0,1,0,1
Freddie,m,1939,"['Feminine', 'Masculine']",['English'],0.0010915200276718400,Common,0.20100,0,0,1,0,1
Leonard,m,1939,['Masculine'],"['English', 'Dutch', 'German', 'Polish', 'Romanian', 'Germanic']",0.0032754424759239000,Common,0.37700,0,0,1,0,0
Edward,m,1939,['Masculine'],"['English', 'Polish']",0.0127294000963573000,Common,0.63700,0,0,1,0,0
Raymond,m,1939,['Masculine'],"['English', 'French']",0.0081603696167414600,Common,0.54300,0,1,1,0,0
Joseph,m,1939,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0156351199436680000,Common,0.69700,0,1,1,1,0
William,m,1939,['Masculine'],['English'],0.0371293287990103000,Common,0.87600,0,0,1,0,0
Richard,m,1939,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312181787057413000,Common,0.82300,0,1,1,0,0
Bob,m,1939,['Masculine'],"['English', 'Dutch']",0.0019800896864152000,Common,0.27500,0,0,1,0,0
Frank,m,1939,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'French']",0.0088133403689461200,Common,0.55500,0,1,1,0,0
Kenneth,m,1939,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0129808820752469000,Common,0.64500,0,0,1,0,0
Daniel,m,1939,['Masculine'],"['English', 'Hebrew', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Czech', 'Slovak', 'Spanish', 'Portuguese', 'Catalan', 'Romanian', 'Slovene', 'Bulgarian', 'Macedonian', 'Croatian', 'Finnish', 'Estonian', 'Armenian', 'Georgian', 'Biblical', 'Biblical Greek']",0.0051152316899059500,Common,0.46600,0,1,1,1,0
Anne,f,1939,"['Feminine', 'Masculine']","['French', 'English', 'Swedish', 'Norwegian', 'Danish', 'Finnish', 'Estonian', 'German', 'Dutch', 'Basque', 'Frisian']",0.0024416309989260000,Common,0.31500,0,1,1,0,1
Sharon,f,1939,['Feminine'],['English'],0.0079483069065796100,Common,0.53700,0,0,1,0,0
Lois,f,1939,"['Feminine', 'Masculine']","['English', 'Biblical', 'Biblical Latin', 'Biblical Greek', 'Galician']",0.0053206216856336100,Common,0.47400,0,0,1,1,1
Janice,f,1939,['Feminine'],[],0.0077419718925858700,Common,0.53300,0,0,0,0,0
Mary,f,1939,['Feminine'],"['English', 'Biblical']",0.0484137775355839000,Common,0.96300,0,0,1,1,0
Merle,f,1939,['Feminine'],[],0.0002424877301208550,Common,0.10000,0,0,0,0,0
Anita,f,1939,['Feminine'],[],0.0022820299838282700,Common,0.30300,0,0,0,0,0
Sandra,f,1939,['Feminine'],"['Italian', 'English', 'French', 'Spanish', 'Portuguese', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Icelandic', 'Latvian', 'Lithuanian', 'Polish', 'Slovene', 'Croatian', 'Serbian', 'Macedonian', 'Czech', 'Romanian']",0.0105557113355518000,Common,0.58600,0,1,1,0,0
Becky,f,1939,['Feminine'],[],0.0002336699944800970,Common,0.09900,0,0,0,0,0
Betty,f,1939,['Feminine'],['English'],0.0208477723754450000,Common,0.75500,0,0,1,0,0
Grace,f,1939,['Feminine'],['English'],0.0020906851204238100,Common,0.28700,0,0,1,0,0
Joyce,f,1939,"['Feminine', 'Masculine']",['English'],0.0118104751172317000,Common,0.61100,0,0,1,0,1
Mary,f,1939,['Feminine'],"['English', 'Biblical']",0.0484137775355839000,Common,0.96300,0,0,1,1,0
Patricia,f,1939,['Feminine'],"['English', 'Spanish', 'German', 'Late Roman']",0.0261948472680009000,Common,0.79600,0,0,1,0,0
Olga,f,1939,['Feminine'],"['Russian', 'Ukrainian', 'Polish', 'German', 'Swedish', 'Norwegian', 'Danish', 'Icelandic', 'Finnish', 'Estonian', 'Latvian', 'Hungarian', 'Italian', 'Spanish', 'Portuguese', 'Romanian', 'Czech', 'Slovene', 'Serbian', 'Bulgarian', 'Greek']",0.0003139113888109980,Common,0.11300,0,0,0,0,0
Rosetta,f,1939,['Feminine'],[],0.0004223695371923270,Common,0.13200,0,0,0,0,0
Gladys,f,1939,['Feminine'],"['Welsh', 'English', 'French', 'Spanish']",0.0021321284779353800,Common,0.29000,0,1,1,0,0
Patricia,f,1939,['Feminine'],"['English', 'Spanish', 'German', 'Late Roman']",0.0261948472680009000,Common,0.79600,0,0,1,0,0
Dorothy,f,1939,['Feminine'],['English'],0.0133782685141586000,Common,0.65700,0,0,1,0,0
Wilma,f,1939,['Feminine'],[],0.0023799068494406900,Common,0.30900,0,0,0,0,0
Lula,f,1939,['Feminine'],[],0.0008138769996420000,Common,0.17500,0,0,0,0,0
Thera,f,1939,['Feminine'],[],0.0000061724149485309,Common,0.01200,0,0,0,0,0
Louise,f,1939,['Feminine'],"['French', 'English', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'German']",0.0034900597666121700,Common,0.39000,0,1,1,0,0
Helen,f,1939,['Feminine'],"['English', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Greek Mythology (Anglicized)']",0.0091871987641061700,Common,0.56200,0,0,1,0,0
Barbara,f,1939,['Feminine'],"['English', 'Italian', 'French', 'German', 'Polish', 'Hungarian', 'Slovene', 'Croatian', 'Dutch', 'Swedish', 'Danish', 'Norwegian', 'Late Roman']",0.0328548829974657000,Common,0.83400,0,1,1,0,0
Nellie,f,1939,['Feminine'],[],0.0012106751034761200,Common,0.21200,0,0,0,0,0
Sara,f,1939,['Feminine'],"['Greek', 'Spanish', 'Italian', 'Portuguese', 'Catalan', 'Romanian', 'Swedish', 'Norwegian', 'Danish', 'Icelandic', 'Finnish', 'German', 'French', 'Dutch', 'Slovene', 'Croatian', 'Serbian', 'Albanian', 'Macedonian', 'Polish', 'English', 'Hebrew', 'Arabic', 'Persian', 'Bosnian', 'Biblical Greek']",0.0016515618855140400,Common,0.24900,0,1,1,1,0
Barbara,f,1939,['Feminine'],"['English', 'Italian', 'French', 'German', 'Polish', 'Hungarian', 'Slovene', 'Croatian', 'Dutch', 'Swedish', 'Danish', 'Norwegian', 'Late Roman']",0.0328548829974657000,Common,0.83400,0,1,1,0,0
Helen,f,1939,['Feminine'],"['English', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Greek Mythology (Anglicized)']",0.0091871987641061700,Common,0.56200,0,0,1,0,0
David,f,1939,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0000820049414590530,Common,0.06400,0,1,1,1,0
Murray,m,1934,['Masculine'],[],0.0002457916421424360,Common,0.10100,0,0,0,0,0
Richard,m,1934,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312306062389640000,Common,0.82300,0,1,1,0,0
Alfred,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Polish', 'Dutch']",0.0029749264273101800,Common,0.35800,0,1,1,0,0
Gene,m,1934,['Masculine'],['English'],0.0026867569158328400,Common,0.33600,0,0,1,0,0
Carl,m,1934,['Masculine'],"['German', 'Swedish', 'Danish', 'Norwegian', 'English']",0.0062926427310182400,Common,0.49700,0,0,1,0,0
Richard,m,1934,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312306062389640000,Common,0.82300,0,1,1,0,0
Oneal,m,1934,['Masculine'],[],0.0000489699823425544,Common,0.05000,0,0,0,0,0
Samuel,m,1934,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Spanish', 'Portuguese', 'Polish', 'Czech', 'Slovak', 'Swedish', 'Norwegian', 'Danish', 'Finnish', 'Jewish', 'Biblical']",0.0029542083578575600,Common,0.35700,0,1,1,1,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98100,0,1,1,0,0
Frank,m,1934,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'French']",0.0100162448499117000,Common,0.57900,0,1,1,0,0
Roger,m,1934,['Masculine'],"['English', 'French', 'Catalan', 'Swedish', 'Norwegian', 'German', 'Dutch']",0.0044882872277810400,Common,0.43900,0,1,1,0,0
Edward,m,1934,['Masculine'],"['English', 'Polish']",0.0131060623896409000,Common,0.64900,0,0,1,0,0
Howard,m,1934,['Masculine'],['English'],0.0047708063566804000,Common,0.45200,0,0,1,0,0
Raymond,m,1934,['Masculine'],"['English', 'French']",0.0090321365509123000,Common,0.56000,0,1,1,0,0
Burton,m,1934,['Masculine'],['English'],0.0004077692760447320,Common,0.12900,0,0,1,0,0
Billy,m,1934,['Masculine'],['English'],0.0090048263684520300,Common,0.55800,0,0,1,0,0
James,m,1934,['Masculine'],"['English', 'Biblical']",0.0511030017657445000,Common,0.97500,0,0,1,1,0
Ernest,m,1934,['Masculine'],"['English', 'French', 'Catalan', 'Polish', 'Slovak', 'Slovene']",0.0036256621542083500,Common,0.39600,0,1,1,0,0
Charles,m,1934,['Masculine'],"['English', 'French']",0.0280550912301353000,Common,0.80800,0,1,1,0,0
Dominic,m,1934,['Masculine'],['English'],0.0002278987639788110,Common,0.09800,0,0,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98100,0,1,1,0,0
James,m,1934,['Masculine'],"['English', 'Biblical']",0.0511030017657445000,Common,0.97500,0,0,1,1,0
Joseph,m,1934,['Masculine'],"['English', 'French', 'German', 'Biblical']",0.0161101824602707000,Common,0.70600,0,1,1,1,0
Joe,m,1934,['Masculine'],['English'],0.0066759270158917000,Common,0.50400,0,0,1,0,0
Larry,m,1934,['Masculine'],['English'],0.0042114184814596800,Common,0.42700,0,0,1,0,0
Lawrence,m,1934,['Masculine'],['English'],0.0050147145379635000,Common,0.46100,0,0,1,0,0
Albert,m,1934,['Masculine'],"['English', 'German', 'French', 'Catalan', 'Polish', 'Russian', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Icelandic', 'Finnish', 'Romanian', 'Hungarian', 'Germanic']",0.0056541494997057000,Common,0.48300,0,1,1,0,0
Dallis,m,1934,['Masculine'],[],0.0000122424955856386,Common,0.02200,0,0,0,0,0
Maureen,m,1934,['Feminine'],"['Irish', 'English']",0.0000065921130076516,Common,0.01300,0,0,1,0,0
Gladys,m,1934,['Feminine'],"['Welsh', 'English', 'French', 'Spanish']",0.0000254267216009417,Common,0.03400,0,1,1,0,0
Ernest,m,1934,['Masculine'],"['English', 'French', 'Catalan', 'Polish', 'Slovak', 'Slovene']",0.0036256621542083500,Common,0.39600,0,1,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98100,0,1,1,0,0
Antonio,m,1934,['Masculine'],"['Spanish', 'Italian', 'Croatian']",0.0004642731018246020,Common,0.13600,0,0,0,0,0
Stanton,m,1934,['Masculine'],[],0.0000565038257798705,Common,0.05200,0,0,0,0,0
David,m,1934,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0131842260153031000,Common,0.65200,0,1,1,1,0
Chester,m,1934,['Masculine'],['English'],0.0013042966450853400,Common,0.22000,0,0,1,0,0
Floyd,m,1934,['Masculine'],['English'],0.0023854031783402000,Common,0.31000,0,0,1,0,0
Anthony,m,1934,['Masculine'],['English'],0.0036162448499117100,Common,0.39500,0,0,1,0,0
Tomas,m,1934,['Masculine'],"['Swedish', 'Norwegian', 'Lithuanian']",0.0001365509123013530,Common,0.08000,0,0,0,0,0
Claudie,m,1934,['Masculine'],[],0.0000706297822248381,Common,0.05800,0,0,0,0,0
Nathaniel,m,1934,['Masculine'],"['English', 'Biblical']",0.0007364331959976450,Common,0.16600,0,0,1,1,0
Richard,m,1934,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312306062389640000,Common,0.82300,0,1,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98100,0,1,1,0,0
Rosario,m,1934,['Masculine'],[],0.0000367274867569158,Common,0.04400,0,0,0,0,0
Bud,m,1934,['Masculine'],[],0.0001525603296056500,Common,0.08300,0,0,0,0,0
Darrold,m,1934,['Masculine'],[],0.0000178928781636256,Common,0.02800,0,0,0,0,0
Daniel,m,1934,['Masculine'],"['English', 'Hebrew', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Czech', 'Slovak', 'Spanish', 'Portuguese', 'Catalan', 'Romanian', 'Slovene', 'Bulgarian', 'Macedonian', 'Croatian', 'Finnish', 'Estonian', 'Armenian', 'Georgian', 'Biblical', 'Biblical Greek']",0.0042396703943496100,Common,0.42700,0,1,1,1,0
Melvin,m,1934,['Masculine'],"['English', 'Swedish']",0.0034853443201883400,Common,0.38900,0,0,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98200,0,1,1,0,0
John,m,1934,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0440145968216598000,Common,0.93400,0,0,1,1,0
William,m,1934,['Masculine'],['English'],0.0378330782813419000,Common,0.88600,0,0,1,0,0
Eugene,m,1934,['Masculine'],['English'],0.0067258387286639200,Common,0.50400,0,0,1,0,0
Nathaniel,m,1934,['Masculine'],"['English', 'Biblical']",0.0007364331959976450,Common,0.16600,0,0,1,1,0
Franklin,m,1934,['Masculine'],['English'],0.0039128899352560300,Common,0.40800,0,0,1,0,0
John,m,1934,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0440145968216598000,Common,0.93400,0,0,1,1,0
James,m,1934,['Masculine'],"['English', 'Biblical']",0.0511030017657445000,Common,0.97600,0,0,1,1,0
Donald,m,1934,['Masculine'],"['Scottish', 'English']",0.0286342554443790000,Common,0.81200,0,0,1,0,0
Walter,m,1934,['Masculine'],"['English', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Italian', 'Germanic']",0.0076195409064155300,Common,0.52800,0,0,1,0,0
Pat,m,1934,"['Feminine', 'Masculine']",['English'],0.0004454384932313120,Common,0.13400,0,0,1,0,1
Vernon,m,1934,['Masculine'],['English'],0.0020972336668628600,Common,0.28700,0,0,1,0,0
Lester,m,1934,['Masculine'],['English'],0.0015886992348440200,Common,0.24300,0,0,1,0,0
Jay,m,1934,['Masculine'],"['English', 'Indian', 'Hindi', 'Marathi', 'Gujarati']",0.0008786344908769860,Common,0.18100,0,0,1,0,0
Wendell,m,1934,['Masculine'],['English'],0.0005819894055326660,Common,0.14900,0,0,1,0,0
Charles,m,1934,['Masculine'],"['English', 'French']",0.0280550912301353000,Common,0.80800,0,1,1,0,0
Howard,m,1934,['Masculine'],['English'],0.0047708063566804000,Common,0.45100,0,0,1,0,0
Arthur,m,1934,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Norwegian', 'Danish', 'Swedish', 'Welsh Mythology', 'Arthurian Romance']",0.0060666274278987600,Common,0.49000,0,1,1,0,0
Joe,m,1934,['Masculine'],['English'],0.0066759270158917000,Common,0.50300,0,0,1,0,0
Walter,m,1934,['Masculine'],"['English', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Italian', 'Germanic']",0.0076195409064155300,Common,0.52700,0,0,1,0,0
Bill,m,1934,['Masculine'],['English'],0.0033280753384343700,Common,0.38000,0,0,1,0,0
Johnny,m,1934,['Masculine'],['English'],0.0022008240141259500,Common,0.29500,0,0,1,0,0
Eugene,m,1934,['Masculine'],['English'],0.0067258387286639200,Common,0.50300,0,0,1,0,0
James,m,1934,['Masculine'],"['English', 'Biblical']",0.0511030017657445000,Common,0.97600,0,0,1,1,0
Charles,m,1934,['Masculine'],"['English', 'French']",0.0280550912301353000,Common,0.80800,0,1,1,0,0
Raymond,m,1934,['Masculine'],"['English', 'French']",0.0090321365509123000,Common,0.55800,0,1,1,0,0
Thomas,m,1934,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Greek', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0163587992937021000,Common,0.70800,0,1,1,1,0
John,m,1934,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0440145968216598000,Common,0.93400,0,0,1,1,0
Gurney,m,1934,['Masculine'],[],0.0000150676868746321,Common,0.02500,0,0,0,0,0
Mariano,m,1934,['Masculine'],[],0.0000329605650382577,Common,0.03900,0,0,0,0,0
Franklin,m,1934,['Masculine'],['English'],0.0039128899352560300,Common,0.40800,0,0,1,0,0
Donald,m,1934,['Masculine'],"['Scottish', 'English']",0.0286342554443790000,Common,0.81200,0,0,1,0,0
John,m,1934,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0440145968216598000,Common,0.93400,0,0,1,1,0
Jimmy,m,1934,['Masculine'],['English'],0.0034806356680400200,Common,0.38900,0,0,1,0,0
Donald,m,1934,['Masculine'],"['Scottish', 'English']",0.0286342554443790000,Common,0.81200,0,0,1,0,0
Richard,m,1934,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0312306062389640000,Common,0.82300,0,1,1,0,0
Roger,m,1934,['Masculine'],"['English', 'French', 'Catalan', 'Swedish', 'Norwegian', 'German', 'Dutch']",0.0044882872277810400,Common,0.43900,0,1,1,0,0
Ralph,m,1934,['Masculine'],"['English', 'German', 'Swedish']",0.0059159505591524400,Common,0.48900,0,0,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98200,0,1,1,0,0
Harlan,m,1934,['Masculine'],[],0.0003701000588581510,Common,0.12200,0,0,0,0,0
Charles,m,1934,['Masculine'],"['English', 'French']",0.0280550912301353000,Common,0.80900,0,1,1,0,0
Franklin,m,1934,['Masculine'],['English'],0.0039128899352560300,Common,0.40900,0,0,1,0,0
Harry,m,1934,['Masculine'],['English'],0.0048028251912889900,Common,0.45200,0,0,1,0,0
Johnny,m,1934,['Masculine'],['English'],0.0022008240141259500,Common,0.29600,0,0,1,0,0
William,m,1934,['Masculine'],['English'],0.0378330782813419000,Common,0.88700,0,0,1,0,0
Gerald,m,1934,['Masculine'],"['English', 'German', 'Dutch']",0.0073605650382577900,Common,0.52100,0,0,1,0,0
Raymond,m,1934,['Masculine'],"['English', 'French']",0.0090321365509123000,Common,0.55800,0,1,1,0,0
Robert,m,1934,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0525805768098881000,Common,0.98200,0,1,1,0,0
Verdon,m,1934,['Masculine'],[],0.0000084755738669806,Common,0.01600,0,0,0,0,0
Bernard,m,1934,['Masculine'],[],0.0029636256621542000,Common,0.35900,0,0,0,0,0
Chester,m,1934,['Masculine'],['English'],0.0013042966450853400,Common,0.22000,0,0,1,0,0
Alice,m,1934,['Feminine'],"['English', 'French', 'Portuguese', 'Italian', 'German', 'Czech', 'Swedish', 'Danish', 'Norwegian', 'Dutch']",0.0000339022954679223,Common,0.04100,0,1,1,0,0
Susanne,f,1934,['Feminine'],[],0.0001302749818446560,Common,0.07800,0,0,0,0,0
Mary,f,1934,['Feminine'],"['English', 'Biblical']",0.0526033745839977000,Common,0.98200,0,0,1,1,0
Helen,f,1934,['Feminine'],"['English', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Greek Mythology (Anglicized)']",0.0130293460565485000,Common,0.64600,0,0,1,0,0
Jane,f,1934,['Feminine'],['English'],0.0040265132686454900,Common,0.41600,0,0,1,0,0
Betty,f,1934,['Feminine'],['English'],0.0287233236566431000,Common,0.81400,0,0,1,0,0
Mary,f,1934,['Feminine'],"['English', 'Biblical']",0.0526033745839977000,Common,0.98200,0,0,1,1,0
Grace,f,1934,['Feminine'],['English'],0.0028521905599606700,Common,0.35000,0,0,1,0,0
Dolores,f,1934,['Feminine'],"['Spanish', 'English']",0.0071032202866788700,Common,0.51200,0,0,1,0,0
Anita,f,1934,['Feminine'],[],0.0016483018979494100,Common,0.24800,0,0,0,0,0
Lorraine,f,1934,['Feminine'],['English'],0.0034869346204378300,Common,0.39000,0,0,1,0,0
Lawrence,m,1957,['Masculine'],['English'],0.0039926709625051800,Common,0.41400,0,0,1,0,0
Conrad,m,1957,['Masculine'],"['English', 'German', 'Germanic']",0.0001467087201195240,Common,0.08200,0,0,1,0,0
William,m,1957,['Masculine'],['English'],0.0259738419723136000,Common,0.79700,0,0,1,0,0
Gregg,m,1957,['Masculine'],['English'],0.0007074925194549010,Common,0.16300,0,0,1,0,0
Jim,m,1957,['Masculine'],['English'],0.0016183662864275200,Common,0.24600,0,0,1,0,0
Alexander,m,1957,['Masculine'],"['English', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Icelandic', 'Hungarian', 'Slovak', 'Biblical', 'Ancient Greek (Latinized)', 'Greek Mythology (Latinized)']",0.0005763230407187530,Common,0.14900,0,0,1,1,0
Christopher,m,1957,['Masculine'],['English'],0.0041000745426549800,Common,0.41800,0,0,1,0,0
David,m,1957,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0376460974337856000,Common,0.88100,0,1,1,1,0
James,m,1957,['Masculine'],"['English', 'Biblical']",0.0385286349370592000,Common,0.89400,0,0,1,1,0
Phillip,m,1957,['Masculine'],['English'],0.0025315252359565200,Common,0.32000,0,0,1,0,0
Chauncey,m,1957,['Masculine'],[],0.0000297073732329254,Common,0.03700,0,0,0,0,0
Howard,m,1957,['Masculine'],['English'],0.0021069383169813200,Common,0.28800,0,0,1,0,0
Timothy,m,1957,['Masculine'],"['English', 'Biblical']",0.0112988566317597000,Common,0.59800,0,0,1,1,0
Martin,m,1957,['Masculine'],"['English', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Russian', 'Romanian', 'Czech', 'Slovak', 'Slovene', 'Croatian', 'Serbian', 'Hungarian', 'Bulgarian', 'Macedonian', 'Finnish']",0.0027257657532487200,Common,0.33800,0,1,1,0,0
Bernard,m,1957,['Masculine'],[],0.0011572164465502600,Common,0.20700,0,0,0,0,0
Harry,m,1957,['Masculine'],['English'],0.0017376528158705000,Common,0.25800,0,0,1,0,0
Timothy,m,1957,['Masculine'],"['English', 'Biblical']",0.0112988566317597000,Common,0.59800,0,0,1,1,0
Arnold,m,1957,['Masculine'],"['English', 'German', 'Dutch', 'Polish', 'Germanic']",0.0005776941502525810,Common,0.14900,0,0,1,0,0
Elliot,m,1957,['Masculine'],[],0.0000653562211124360,Common,0.05500,0,0,0,0,0
Mark,m,1957,['Masculine'],"['English', 'Russian', 'Belarusian', 'Dutch', 'Danish', 'Armenian', 'Biblical']",0.0241319848318722000,Common,0.77800,0,0,1,1,0
